raw_relation,normalized_relation,count
ORGANIZED_REVIEW_OF,OTHER,1
WROTE_PREFACE_FOR,OTHER,1
CONTRIBUTED_TRANSLATION_TO,CAUSES_OR_CONTRIBUTES_TO,1
MODIFIED_AND_AUTHORED,PUBLICATION_METADATA,1
CHAIR_EDITED,OTHER,1
REVISES,OTHER,1
STAFFED,OTHER,1
MODIFIED_AND_ASSISTED,AFFECTS_OR_INFLUENCES,1
OVERSAW,OTHER,1
AUTHORED_OR_LEDAUTHORSHIP_OF,PUBLICATION_METADATA,1
INCLUDES_USE_OF,CONTAINS_OR_PART_OF,1
REQUIRES_MINIMALLY,DEPENDS_ON_OR_REQUIRES,1
REQUIRES_HEAVILY,DEPENDS_ON_OR_REQUIRES,1
COVERS_DISCIPLINES_OF,OTHER,1
HAS_SECONDARY_PROPERTY,HAS_OR_EXHIBITS,1
FORMS_HAZARDOUS_COMPOUND_WITH,PRODUCES_OR_TRANSFORMS_TO,1
EXHIBITS_SATISFACTORY_RESISTANCE_TO,HAS_OR_EXHIBITS,1
MARKS_THRESHOLD_FOR,OTHER,1
TRIGGERS_OXIDATION_IN,CAUSES_OR_CONTRIBUTES_TO,1
CONTRASTING_CORROSION_RESISTANCE,REDUCES_OR_INHIBITS,1
LOWER_CORROSION_RESISTANCE,REDUCES_OR_INHIBITS,1
EXHIBITS_GOOD_RESISTANCE_TO,HAS_OR_EXHIBITS,1
CAUSES_SEVERE_CORROSION_IN,CAUSES_OR_CONTRIBUTES_TO,1
INDUCES_PITTING_CORROSION_IN,CAUSES_OR_CONTRIBUTES_TO,1
REQUIRES_PRESENCE_OF,DEPENDS_ON_OR_REQUIRES,1
AFFECTS_SIMILARLY_AS,AFFECTS_OR_INFLUENCES,1
CAN_HANDLE,OTHER,1
CANNOT_HANDLE,OTHER,1
CAUSES_HIGH_CORROSION,CAUSES_OR_CONTRIBUTES_TO,1
EXHIBITS_HIGHER_CORROSION,HAS_OR_EXHIBITS,1
HAS_SIMILAR_CORROSION_BEHAVIOR,HAS_OR_EXHIBITS,1
EXHIBITS_SCC_WITH,HAS_OR_EXHIBITS,1
ALTERS_APPEARANCE_OF,AFFECTS_OR_INFLUENCES,1
YIELDS_VALID_DATA_FOR,PRODUCES_OR_TRANSFORMS_TO,1
REQUIRES_DIRECT_MEASUREMENT_FOR,OBSERVES_OR_MEASURES,1
REACTS_WITH_OXYGEN_IN,INTERACTS_WITH,1
SUPERIOR_CORROSION_RESISTANCE,REDUCES_OR_INHIBITS,1
DIFFERS_IN_ZINC_CONTENT,COMPARES_WITH,1
CORROSION_RATE_INCREASES_WITH_ZINC_IN,PROMOTES_OR_INCREASES,1
CORROSION_RATE_DECREASES_WITH_ZINC_IN,REDUCES_OR_INHIBITS,1
ENABLES_PRESSURE_INCREASE,PROMOTES_OR_INCREASES,1
CAUSES_HIGHER_CORROSION_IN,CAUSES_OR_CONTRIBUTES_TO,1
IS_APPLICATION_ENVIRONMENT_FOR,IS_A,1
IS_MORE_CORROSIVE_THAN,OTHER,1
CORRODES_AND_PLATES,OTHER,1
CAUSES_MODERATE_CORROSION_IN,CAUSES_OR_CONTRIBUTES_TO,1
INCREASES_STRENGTH_VIA,PROMOTES_OR_INCREASES,1
MAKES_METAL_A,OTHER,1
REQUIRES_UNDERLAYER,DEPENDS_ON_OR_REQUIRES,1
IS_USED_AS_FLUX_IN,USES_OR_APPLIES_TO,1
CONDENSES_IN,OTHER,1
IS_HIGH_PURITY_VERSION_OF,OTHER,1
PREVENTS_DAMAGE_IN,REDUCES_OR_INHIBITS,1
HAS_SHORTER_LIFESPAN_IN,HAS_OR_EXHIBITS,1
HAS_LONGER_LIFESPAN_IN,HAS_OR_EXHIBITS,1
SHARES_SIMILAR_PERFORMANCE_WITH,PRODUCES_OR_TRANSFORMS_TO,1
REQUIRES_SAME_HEAT_TREATMENT_AS,PROCESSED_OR_SUBJECTED_TO,1
REQUIRES_FOR_SUPERIOR_PROPERTIES,DEPENDS_ON_OR_REQUIRES,1
HAS_EQUIVALENT_OR_SUPERIOR_STRENGTH_TO,HAS_OR_EXHIBITS,1
HAS_CORROSION_RESISTANCE_SIMILAR_TO,HAS_OR_EXHIBITS,1
HAS_HIGHER_HIGH_TEMPERATURE_STRENGTH_THAN,HAS_OR_EXHIBITS,1
LEADS_TO_USE_OF,CAUSES_OR_CONTRIBUTES_TO,1
IS_SUFFICIENT_FOR,OTHER,1
DESIGN_STRESS_BASED_ON,DEPENDS_ON_OR_REQUIRES,1
DESIGN_STRESS_DEPENDS_ON,DEPENDS_ON_OR_REQUIRES,1
HAS_BETTER_CASTABILITY_THAN,HAS_OR_EXHIBITS,1
HAS_SUPERIOR_CASTABILITY_THAN,HAS_OR_EXHIBITS,1
REQUIRES_RAPID_HEATING_DURING,DEPENDS_ON_OR_REQUIRES,1
OUTPERFORMS_AT_HIGHER_TEMPERATURES_THAN,PRODUCES_OR_TRANSFORMS_TO,1
COVERS_CASTING_OF,OTHER,1
CAN_BE_USED_IN_HAMMER_FORGING_WITH,USES_OR_APPLIES_TO,1
CAUSES_RISK_FOR,CAUSES_OR_CONTRIBUTES_TO,1
IS_MODIFIED_FROM,AFFECTS_OR_INFLUENCES,1
APPLIES_STRESS_RANGE,USES_OR_APPLIES_TO,1
SUPERIOR_IN_MECHANICAL_PROPERTIES,OTHER,1
LIMITS_INFORMATION_ON,REDUCES_OR_INHIBITS,1
POINTS_TOWARD,OTHER,1
CAN_BE_CREATED_BY,PRODUCES_OR_TRANSFORMS_TO,1
CREATES_LOCAL,PRODUCES_OR_TRANSFORMS_TO,1
HARMFUL_COMPARED_TO,COMPARES_WITH,1
DIFFERS_IN_GAS_EVOLUTION,COMPARES_WITH,1
SHARES_EQUIPMENT,OTHER,1
IS_CASTING_DEFECT_IN,OTHER,1
SHOULD_PREVENT,REDUCES_OR_INHIBITS,1
CAN_ANALYZE,OBSERVES_OR_MEASURES,1
CAUSES_SENSITIZATION_IN,CAUSES_OR_CONTRIBUTES_TO,1
REDUCES_VALUE_AND_INCREASES_RISK,PROMOTES_OR_INCREASES,1
IS_HAZARDOUS_BYPRODUCT_OF,PRODUCES_OR_TRANSFORMS_TO,1
IS_SAFE_BYPRODUCT_OF,PRODUCES_OR_TRANSFORMS_TO,1
REDUCES_FIRE_RISK_FOR,REDUCES_OR_INHIBITS,1
USED_WITH_CAUTION,USES_OR_APPLIES_TO,1
REQUIRES_FULL_CONTACT_WITH,DEPENDS_ON_OR_REQUIRES,1
IS_A_METHOD_FOR_PRODUCING,IS_A,1
HAS_INFERIOR_MECHANICAL_PROPERTIES_THAN,HAS_OR_EXHIBITS,1
MAY_NOT_BE_SELECTED_FOR,OTHER,1
REQUIRES_SUFFICIENT_VOLUME_TO_JUSTIFY,DEPENDS_ON_OR_REQUIRES,1
INCLUDED_IN_PRICE_OF,CONTAINS_OR_PART_OF,1
INFLUENCES_PROPERTY_VARIATION_IN,AFFECTS_OR_INFLUENCES,1
HAS_HIGHER_DIMENSIONAL_ACCURACY_THAN,HAS_OR_EXHIBITS,1
RESISTS_UNLESS,REDUCES_OR_INHIBITS,1
IS_HIGH-PURITY_VARIANT_OF,IS_A,1
AIMS_TO_EXCEED,COMPARES_WITH,1
USED_FOR_FORMING,USES_OR_APPLIES_TO,1
HAS_SHORTER_CREEP_LIFE_AT_649C_UNDER_HIGH_STRESS,HAS_OR_EXHIBITS,1
EXHIBITS_MARTENSITIC_TRANSFORMATION_FROM,HAS_OR_EXHIBITS,1
LIMITED_BELOW,REDUCES_OR_INHIBITS,1
PRODUCES_MATERIAL_FOR,PRODUCES_OR_TRANSFORMS_TO,1
IS_FOUNDATION_FOR,OTHER,1
DECOMPOSES_TO_DAMAGE,CONTAINS_OR_PART_OF,1
FOLLOWS_COMPOSITION_OF,TEMPORAL_ORDER,1
QUANTIFIES_SHARE_OF,MODELS_OR_PREDICTS,1
REDUCES_ISSUES_OF,REDUCES_OR_INHIBITS,1
LEADS_TO_RISK_OF,CAUSES_OR_CONTRIBUTES_TO,1
REDUCES_EFFECT_IN,REDUCES_OR_INHIBITS,1
REQUIRES_POST_WELD_HEAT_TREATMENT_UNDER_CONDITIONS,PROCESSED_OR_SUBJECTED_TO,1
GENERALLY_DOES_NOT_REQUIRE_POST_WELD_HEAT_TREATMENT,PROCESSED_OR_SUBJECTED_TO,1
DUCTILITY_IMPROVED_BY,PROMOTES_OR_INCREASES,1
CAN_FORM_DUCTILE_WELD,PRODUCES_OR_TRANSFORMS_TO,1
POROSITY_INCREASED_BY,PROMOTES_OR_INCREASES,1
IS_MOST_DIFFICULT_FOR,OTHER,1
GENERALLY_RESISTS,REDUCES_OR_INHIBITS,1
MUST_NOT_CONTACT,OTHER,1
HAS_NEUTRAL_EFFECT_ON,HAS_OR_EXHIBITS,1
INCREASES_CRACK_ACCELERATION_RISK_IN,PROMOTES_OR_INCREASES,1
BEING_STUDIED_FOR,OBSERVES_OR_MEASURES,1
RESISTS_EROSION_FROM,REDUCES_OR_INHIBITS,1
DOES_NOT_ACCELERATE_CRACKS_IN,PROMOTES_OR_INCREASES,1
PRIMARILY_CAST_BY,OTHER,1
ALSO_CAST_BY,OTHER,1
NOW_USED_IN,USES_OR_APPLIES_TO,1
GOVERNS_NAMING_OF,AFFECTS_OR_INFLUENCES,1
MUST_AVOID_CONTAMINATION_BY,OTHER,1
SHARE_SOLIDIFICATION_STRUCTURE_WITH,OTHER,1
HAS_INFERIOR_CREP_RESISTANCE_THAN,HAS_OR_EXHIBITS,1
LIMITED_IN_USAGE_FOR,REDUCES_OR_INHIBITS,1
RANKS_BELOW,OTHER,1
REDUCES_SHRINKAGE_IN,REDUCES_OR_INHIBITS,1
INVOLVES_MATERIAL_WITH_PROPERTY,CONTAINS_OR_PART_OF,1
ACTS_AS_CATHODE_RELATIVE_TO,CORRELATES_WITH,1
ENABLES_PROTECTION_OF,PROMOTES_OR_INCREASES,1
IS_THE_CORE_OF,OTHER,1
IS_MORE_RELEVANT_THAN,OTHER,1
PROTECTS_VIA,PROMOTES_OR_INCREASES,1
DETERMINES_PROTECTION_OF,AFFECTS_OR_INFLUENCES,1
BOUNDARY_BLURS_WITH,OTHER,1
USED_FOR_SAME_APPLICATIONS_AS,USES_OR_APPLIES_TO,1
SHARES_CORROSION_BEHAVIOR_WITH,OTHER,1
HANDLES_SUCCESSFULLY,OTHER,1
HAS_IMPROVED_RESISTANCE_VIA_ALLOYING,HAS_OR_EXHIBITS,1
ENHANCES_SCC_RESISTANCE_OF,PROMOTES_OR_INCREASES,1
EXHIBITS_HIGH_RESISTANCE_TO_PITTING_IN,HAS_OR_EXHIBITS,1
HAS_WROUGHT_COUNTERPART,CONTAINS_OR_PART_OF,1
ENHANCES_HIGH_TEMPERATURE_RESISTANCE,PROMOTES_OR_INCREASES,1
USED_TO_STORE,USES_OR_APPLIES_TO,1
DESIGNED_FOR_USE_IN,OTHER,1
HAS_MEASURED_DEPTH_IN,HAS_OR_EXHIBITS,1
REQUIRES_FOR_RESISTANCE,REDUCES_OR_INHIBITS,1
ACCEPTABLE_FOR_USE_IN,OTHER,1
INDICATES_DIFFICULT_PROCESSING,OBSERVES_OR_MEASURES,1
SUPPLIED_AS_SEAMED_TUBES,OTHER,1
CAN_ONLY_FORM_SEAMED_TUBES,PRODUCES_OR_TRANSFORMS_TO,1
REDUCES_CORROSION_IN,REDUCES_OR_INHIBITS,1
USED_AS_MATERIAL_IN,USES_OR_APPLIES_TO,1
RESISTS_PITTING_IN,REDUCES_OR_INHIBITS,1
HAS_SIMILAR_RESISTANCE_TO,HAS_OR_EXHIBITS,1
USED_IN_SIMILAR_CONDITIONS_AS,USES_OR_APPLIES_TO,1
HAS_HIGH_SCC_RESISTANCE_AGAINST,HAS_OR_EXHIBITS,1
CAN_BE_USED_IN,USES_OR_APPLIES_TO,1
WIDELY_USED_FOR,USES_OR_APPLIES_TO,1
HAS_LIMITED_SERVICE_TEMPERATURE,HAS_OR_EXHIBITS,1
USED_TO_SPECIFY,USES_OR_APPLIES_TO,1
SUBJECT_TO_RULES_OF,PROCESSED_OR_SUBJECTED_TO,1
RESTRICTS_CONTENT_OF,OTHER,1
GENERALLY_HAS_STRUCTURE,HAS_OR_EXHIBITS,1
AUTHORED_BY_SAME_AUTHOR,PUBLICATION_METADATA,1
PART_OF_SAME_VOLUME,CONTAINS_OR_PART_OF,1
LIKELY_CONTINUES_TOPIC,OTHER,1
HAS_THRESHOLD_EFFECT_ON,HAS_OR_EXHIBITS,1
DIVERTS_FLUX_TO_COUNTERACT,OTHER,1
CAN_BE_DEMAGNETIZED_BY,OTHER,1
SHARES_POSITIVE_LEG_WITH,OTHER,1
SHARES_NEGATIVE_LEG_WITH,OTHER,1
HAS_SIMILAR_CHARACTERISTICS_AS,HAS_OR_EXHIBITS,1
SHOULD_NOT_BE_USED_ABOVE_650C_IN_OXIDIZING_ATMOSPHERE,USES_OR_APPLIES_TO,1
HAS_POORER_OXIDATION_RESISTANCE_THAN,HAS_OR_EXHIBITS,1
IS_PARTICULARLY_SUITED_FOR,CONTAINS_OR_PART_OF,1
IS_MOSTLY_USED_FOR,USES_OR_APPLIES_TO,1
EXCLUDES_INSULATION_AT,NO_EFFECT_OR_EXCLUDES,1
PRODUCES_MORE_UNIFORM_THAN,PRODUCES_OR_TRANSFORMS_TO,1
REQUIRES_FOR_PROTECTION_IN_HARMFUL_ATMOSPHERES,PROMOTES_OR_INCREASES,1
SUITABLE_FOR_SHORT_TERM_USE_IN,USES_OR_APPLIES_TO,1
HAS_CURIE_TEMPERATURES,HAS_OR_EXHIBITS,1
DETERMINES_MINIMUM_EXPANSION,AFFECTS_OR_INFLUENCES,1
INCREASES_CURIE_TEMPERATURE,PROMOTES_OR_INCREASES,1
SHIFTS_MINIMUM_EXPANSION_TO_LOWER_NI_AND_CAUSES_INSTABILITY,CAUSES_OR_CONTRIBUTES_TO,1
HAS_LOWER_MINIMUM_EXPANSION_THAN_OTHER_TERNARY_ALLOYS,HAS_OR_EXHIBITS,1
MAXIMIZES_EXPANSION_RATE,OTHER,1
MINIMIZES_EXPANSION_RATE_BUT_CAUSES_INSTABILITY,CAUSES_OR_CONTRIBUTES_TO,1
STABILIZES_PROPERTIES_AFTER_QUENCHING,PROMOTES_OR_INCREASES,1
REDUCES_LINEAR_EXPANSION_COEFFICIENT,REDUCES_OR_INHIBITS,1
USED_AS_COMPARISON_FOR_EXPANSION_CURVE,USES_OR_APPLIES_TO,1
ADOPTED_AS,OTHER,1
USES_CERAMIC_FIBER,USES_OR_APPLIES_TO,1
HINDERS_PROCESSING,REDUCES_OR_INHIBITS,1
IS_REDUCED_TO_FORM,REDUCES_OR_INHIBITS,1
PROVIDES_SOURCE_FOR,PROMOTES_OR_INCREASES,1
IS_REINFORCED_IN,OTHER,1
IS_MODIFIED_WITH,AFFECTS_OR_INFLUENCES,1
SERVES_AS_MATRIX,OTHER,1
ARE_ALLOYS_OF,OTHER,1
IS_REINFORCEMENT_FOR,OTHER,1
SUBSTITUTES_FOR_Al_AND_Ni,OTHER,1
OPTIMIZES_PROPERTIES,OTHER,1
EFFECT_DEPENDS_ON,DEPENDS_ON_OR_REQUIRES,1
ALTERNATIVE_MEANING_OF,AFFECTS_OR_INFLUENCES,1
IS_TRACE_OF,OTHER,1
INFLUENCES_DESIGN_OF,AFFECTS_OR_INFLUENCES,1
IS_CONSTITUENT_OF,OTHER,1
ALTERNATIVE_REPRESENTATION,AFFECTS_OR_INFLUENCES,1
ALTERNATE_FOR,AFFECTS_OR_INFLUENCES,1
RISK_DURING,TEMPORAL_ORDER,1
SHARES_MEANING,OTHER,1
REVERSIBLE_BY,OTHER,1
MUST_NOT_BE_CONFUSED_WITH,USES_OR_APPLIES_TO,1
DERIVES_NAME_FROM,PROCESSED_OR_SUBJECTED_TO,1
POSSIBLY_MADE_INTO,OTHER,1
MEASURED_TEMPERATURE_AT,OBSERVES_OR_MEASURES,1
DEFINES_PROPERTY,DESCRIBES_OR_DEFINES,1
HAS_PREFERRED_TERM,HAS_OR_EXHIBITS,1
FEED_INTO,OTHER,1
SLIGHTLY_IMPROVES,PROMOTES_OR_INCREASES,1
PRECEDES_OR_COEXISTS_WITH,INTERACTS_WITH,1
TARGETS_REPLACEMENT_OF,PRODUCES_OR_TRANSFORMS_TO,1
FORMS_BRITTLE_PHASES_ON,HAS_OR_EXHIBITS,1
HAS_SAME_STRENGTH_AS,HAS_OR_EXHIBITS,1
IS_MAIN_COMPONENT_OF,CONTAINS_OR_PART_OF,1
EXHIBITS_BDT,HAS_OR_EXHIBITS,1
DEPENDS_ON_ALUMINUM_CONTENT,DEPENDS_ON_OR_REQUIRES,1
EXHIBITS_ABOVE,HAS_OR_EXHIBITS,1
HAS_REINFORCEMENT,HAS_OR_EXHIBITS,1
IS_MOUNDED_ON,OTHER,1
COMBINES_HIGH,INTERACTS_WITH,1
USES_FOR_STRENGTHENING_AND_COMPATIBILITY,PROMOTES_OR_INCREASES,1
HAS_LOWER_MAX_TEMPERATURE_THAN,HAS_OR_EXHIBITS,1
IS_CONSIDERED,OTHER,1
SYNONYM,OTHER,1
IS_NEGATED_BY,OTHER,1
DESIGNED_TO_MIMIC,OTHER,1
CAN_BE_CONDUCTED_IN,OTHER,1
MUST_RESIST_CORROSION_IN,REDUCES_OR_INHIBITS,1
EXPERIENCES_STRENGTH_LOSS_IN,OTHER,1
GRADUALLY_TRANSFORMS_INTO,PRODUCES_OR_TRANSFORMS_TO,1
CONTAINS_CORROSION_GUIDANCE_FOR,CONTAINS_OR_PART_OF,1
USES_AS_FEEDSTOCK,USES_OR_APPLIES_TO,1
LESS_OBSTACLE_TO,OTHER,1
ENABLES_LOWER_TEMPERATURE_FOR,PROMOTES_OR_INCREASES,1
SHARES_NAME,OTHER,1
MAY_BE_LINKED_TO,OTHER,1
IS_SPECIFIC_TYPE_OF,OTHER,1
BOUNDS_WITH,OTHER,1
DEFINES_CHANGE_IN,DESCRIBES_OR_DEFINES,1
HAS_CRITICAL_POINT,HAS_OR_EXHIBITS,1
COINED_TERM_FOR,OTHER,1
EQUIVALENT_TO_IN_PRACTICE,OTHER,1
IS_MAIN_WEAR_FORM_OF,PRODUCES_OR_TRANSFORMS_TO,1
CAN_CONSTRUCT,OTHER,1
DEFAULT_MEANING,OTHER,1
ALTERNATIVE_NAME,AFFECTS_OR_INFLUENCES,1
PHYSICALLY_SEPARATED_FROM,PRODUCES_OR_TRANSFORMS_TO,1
EXHIBITS_MELTING_FUNCTION_ON,HAS_OR_EXHIBITS,1
SHARES_PROCESSING_CONDITION,PROCESSED_OR_SUBJECTED_TO,1
SHARES_EQUIPMENT_TYPE_WITH,OTHER,1
OCCURS_IN_PROCESS_OF,PROCESSED_OR_SUBJECTED_TO,1
INCLUDES_AS_PART,CONTAINS_OR_PART_OF,1
ENABLES_TESTING_FOR,PROMOTES_OR_INCREASES,1
SHOWS_NO_CRACKING,OBSERVES_OR_MEASURES,1
IMPROVES_SUITABILITY_FOR,PROMOTES_OR_INCREASES,1
SHARES_SIMILAR_SOLIDIFICATION_BEHAVIOR_WITH,COMPARES_WITH,1
EXHIBITS_SUPERIOR_SEAWATER_RESISTANCE,HAS_OR_EXHIBITS,1
PRECEDES_OR_COMPLEMENTS,TEMPORAL_ORDER,1
CAUSED_BY_OVERHEATING,CAUSES_OR_CONTRIBUTES_TO,1
DOES_NOT_MELT,NO_EFFECT_OR_EXCLUDES,1
ENABLE_AUTOMATION_AND_INTEGRATION,PROMOTES_OR_INCREASES,1
IS_OBSOLETE_TERM_FOR,OTHER,1
DRIVES_DIFFUSION_INTO,CAUSES_OR_CONTRIBUTES_TO,1
ENABLES_ELECTRON_FLOW_FROM,PROMOTES_OR_INCREASES,1
ENABLES_ELECTRON_FLOW_TO,PROMOTES_OR_INCREASES,1
INFLUENCES_LAYOUT,AFFECTS_OR_INFLUENCES,1
EXHIBITS_DEFECT,HAS_OR_EXHIBITS,1
HAS_UNIT_CELL_VOLUME,HAS_OR_EXHIBITS,1
CAUSES_STRAIN_WITH,CAUSES_OR_CONTRIBUTES_TO,1
EXHIBITS_CASTABILITY,HAS_OR_EXHIBITS,1
WEAKLY_OPPOSES,OTHER,1
MUST_CONSIDER,OTHER,1
MUST_RECOGNIZE,OTHER,1
IS_ADDRESSED_BY,IS_A,1
COST_COMPARISON,OTHER,1
IGNORES_VARIABILITY_OF,OTHER,1
DETERMINES_REQUIREMENTS_FOR,AFFECTS_OR_INFLUENCES,1
REQUIRES_IMPOSSIBLE_TESTING,OBSERVES_OR_MEASURES,1
EXTENDS_IDEAS_OF,CONNECTS_OR_FLOWS_TO,1
DISPLAYS_DISTRIBUTION_OF,HAS_OR_EXHIBITS,1
TESTS_FIT_TO,OBSERVES_OR_MEASURES,1
ENABLES_NORMALIZATION_OF,PROMOTES_OR_INCREASES,1
PRECEDES_CONDITIONALLY,TEMPORAL_ORDER,1
MODELS_RELATIONSHIP_IN,CORRELATES_WITH,1
SYNONYM_WITH_CAVEAT,OTHER,1
SUPPORTS_ESTIMATION_OF,PROMOTES_OR_INCREASES,1
TESTS_FIT_FOR,OBSERVES_OR_MEASURES,1
RELATED_BY_PUBLISHER,PUBLICATION_METADATA,1
RELATED_BY_RESEARCH_TOPIC,CORRELATES_WITH,1
RELATED_BY_TESTING_METHOD,CORRELATES_WITH,1
RELATED_BY_FIELD,CORRELATES_WITH,1
EXTENDS_METHODS_OF,CONNECTS_OR_FLOWS_TO,1
INFORMS_BUT_NOT_SUFFICIENT_FOR,DESCRIBES_OR_DEFINES,1
MUST_NOT_COMPROMISE,OTHER,1
IS_RESPONSE_TO,OTHER,1
REQUIRES_INTERPRETATION_BY,DEPENDS_ON_OR_REQUIRES,1
DEFINE_SUBSET_OF,DESCRIBES_OR_DEFINES,1
ASSOCIATED_WITH_PREVENTION_OF,REDUCES_OR_INHIBITS,1
BRIDGE,OTHER,1
CANNOT_SATISFY,OTHER,1
PROVIDES_PROPERTY_TO,PROMOTES_OR_INCREASES,1
MORE_SUSCEPTIBLE_TO_FORMATION_THAN,PRODUCES_OR_TRANSFORMS_TO,1
SHARES_MACHINING_ISSUE_WITH,OTHER,1
IS_REDUCED_INTO,REDUCES_OR_INHIBITS,1
IS_REDUCED_TO,REDUCES_OR_INHIBITS,1
LINED_WITH,OTHER,1
HEARTH_MADE_OF,OTHER,1
CONTRIBUTES_CARBON_TO,CAUSES_OR_CONTRIBUTES_TO,1
COMBUSTS_TO_FORM,PRODUCES_OR_TRANSFORMS_TO,1
FAVORS_CONTROL_OF,AFFECTS_OR_INFLUENCES,1
INDICATES_REDUCTION_EFFICIENCY_FOR,REDUCES_OR_INHIBITS,1
ENHANCES_SEPARATION_OF,PROMOTES_OR_INCREASES,1
PARTIALLY_REDUCED_INTO,CONTAINS_OR_PART_OF,1
CAUSES_UNDESIRABLE_PROPERTY,CAUSES_OR_CONTRIBUTES_TO,1
IS_POURDED_INTO,OTHER,1
CAN_BE_CAST_VIA,OTHER,1
CAN_BE_CAST_AS,OTHER,1
REACTS_WITH_CARBON_TO_FORM,PRODUCES_OR_TRANSFORMS_TO,1
HAS_HIGHER_YIELD_THAN,HAS_OR_EXHIBITS,1
IS_CONVERTED_TO,OTHER,1
POSITION_ADJUSTED_BY,OTHER,1
INCREASES_CONTENT,PROMOTES_OR_INCREASES,1
UNDERGOES_TRANSFORMATION,PRODUCES_OR_TRANSFORMS_TO,1
DETERMINES_ACTIVITY_BALANCE,AFFECTS_OR_INFLUENCES,1
ENHANCES_EFFICIENCY_OF,PROMOTES_OR_INCREASES,1
OXIDIZED_DURING,TEMPORAL_ORDER,1
MAY_BE_LOST_IN,OTHER,1
FACILITATES_VOLATILIZATION_OF,PROMOTES_OR_INCREASES,1
ENSURES_NOT_LIMITING,REDUCES_OR_INHIBITS,1
CAUSES_VOLATILIZATION,CAUSES_OR_CONTRIBUTES_TO,1
USES_AS_FIRST_STAGE,USES_OR_APPLIES_TO,1
CONTROLLED_BY_DIFFUSION_OF,AFFECTS_OR_INFLUENCES,1
IS_MORE_ADVANTAGEOUS_THAN,OTHER,1
HAS_HIGHER_PRODUCTIVITY_THAN,HAS_OR_EXHIBITS,1
STOPS_AT,OTHER,1
ENABLES_COMPLETION,PROMOTES_OR_INCREASES,1
CAUSES_MELTING,CAUSES_OR_CONTRIBUTES_TO,1
EXHIBITS_INTENSELY,HAS_OR_EXHIBITS,1
IS_MINIMAL_IN,OTHER,1
OCCURS_DURING_SOLIDIFICATION_OF,LOCATED_OR_OCCURS_IN,1
DESCRIBES_SIZE_OF,DESCRIBES_OR_DEFINES,1
WAS_FIRST_IMPLEMENTED_AS,PROCESSED_OR_SUBJECTED_TO,1
ENABLES_HIGH_COMPRESSION_RATIO_FOR,PROMOTES_OR_INCREASES,1
DISTRIBUTES_TO,LOCATED_OR_OCCURS_IN,1
MORE_COMMON_FOR,OTHER,1
ENABLES_DIRECTIONAL_SOLIDIFICATION_FOR,PROMOTES_OR_INCREASES,1
COMPENSATES_SHRINKAGE,OTHER,1
COMPENSATES_SHRINKAGE_AND_REMOVES_GAS_FROM,OTHER,1
REQUIRES_LONGER_SOLIDIFICATION_THAN_CASTING_SECTION,DEPENDS_ON_OR_REQUIRES,1
CONTROLS_FLOW_TO,AFFECTS_OR_INFLUENCES,1
SUSCEPTIBLE_TO_CLOGGING_BY,OTHER,1
USES_METHODS_TO_AVOID_CLOGGING_OF,USES_OR_APPLIES_TO,1
CAN_COMPENSATE_FOR_CLOGGING_BY,OTHER,1
PREVENTS_CLOGGING_OF,REDUCES_OR_INHIBITS,1
ENABLES_FLOW_CONTROL_AND_NOZZLE_CHANGE_FOR,AFFECTS_OR_INFLUENCES,1
APPLIES_STRESS,USES_OR_APPLIES_TO,1
LUBRICATES,OTHER,1
LUBRICATES_AND_INSULATES,OTHER,1
TRIMMED_AFTER,OTHER,1
SPECIALIZES_INTO,OTHER,1
COMPRESSES_USING,OTHER,1
ELIMINATES_NEED_FOR_BENDING,REDUCES_OR_INHIBITS,1
PUSHES_INSTEAD_OF_PULLING,OTHER,1
INTERCHANGEABLE_WITH,OTHER,1
MODULATES_FORMATION_OF,AFFECTS_OR_INFLUENCES,1
MAY_TRIGGER,CAUSES_OR_CONTRIBUTES_TO,1
PRINCIPLE_SHARED_WITH,OTHER,1
MAY_PASS_THROUGH,OTHER,1
TRANSPORTS_MATERIAL_IN,OTHER,1
COOLS_OUTPUT_OF,OTHER,1
LOCATED_AT_END_OF,LOCATED_OR_OCCURS_IN,1
REFINES_DURING_DEFORMATION,PRODUCES_OR_TRANSFORMS_TO,1
FAILS_TO_UNDERGO,PROCESSED_OR_SUBJECTED_TO,1
AVOIDED_BY,OTHER,1
FOLLOWS_WITH_COOLING,TEMPORAL_ORDER,1
PRODUCES_UNDESIRABLE,PRODUCES_OR_TRANSFORMS_TO,1
PRODUCES_DESIRED,PRODUCES_OR_TRANSFORMS_TO,1
ENSURES_UNIFORMITY_OF,PRODUCES_OR_TRANSFORMS_TO,1
ENABLED_BY_LOWER_TEMPERATURE,PROMOTES_OR_INCREASES,1
CONTROLS_TRANSFORMATION_TO,AFFECTS_OR_INFLUENCES,1
CONTENT_REQUIREMENT,DEPENDS_ON_OR_REQUIRES,1
ENHANCES_PERFORMANCE_FOR,PROMOTES_OR_INCREASES,1
INFLUENCES_PRICE_OF,AFFECTS_OR_INFLUENCES,1
CONSUMES_LESS,OTHER,1
SHARES_REQUIREMENT_WITH,DEPENDS_ON_OR_REQUIRES,1
SOMETIMES_USED_FOR,USES_OR_APPLIES_TO,1
PROVIDES_SUPPLEMENTARY_REQUIREMENTS,PROMOTES_OR_INCREASES,1
DEFINES_STRUCTURE_FOR,DESCRIBES_OR_DEFINES,1
